,battery_power,bluetooth,clock_speed,dual_sim,front_camera,four_g,int_memory,m_dep,mobile_wt,n_cores,primary_camera,px_height,px_width,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_range
1352,798,yes,0.5,yes,7,no,2,0.8,148,2,15,497.0,627,3593,14,9.0,3,no,yes,no,high_cost
1353,1436,no,2.5,yes,0,yes,42,0.9,124,8,1,1826.0,1836,2736,12,5.0,19,yes,yes,no,very_high_cost
1354,1998,yes,1.2,no,8,no,31,0.6,196,8,19,50.0,1356,2311,17,9.0,18,yes,yes,no,high_cost
1355,1321,yes,1.3,no,0,yes,63,0.4,109,8,9,817.0,941,1464,7,6.0,16,yes,yes,yes,medium_cost
1356,1021,no,1.3,no,7,no,9,0.7,192,2,12,901.0,1793,1355,6,1.0,14,yes,yes,no,medium_cost
1357,1339,yes,2.3,yes,0,no,40,0.1,123,2,1,212.0,1269,2382,6,4.0,7,yes,no,yes,high_cost
1358,1210,yes,1.6,yes,9,no,57,0.5,111,4,20,329.0,1039,1886,16,5.616666666666666,17,yes,no,yes,medium_cost
1359,1949,yes,0.5,yes,2,yes,31,0.1,145,5,9,837.0,1182,832,7,3.0,19,yes,no,no,medium_cost
1360,882,no,0.7,yes,9,yes,28,0.2,151,6,16,248.0,884,751,19,11.0,8,yes,no,yes,low_cost
1361,1549,yes,1.5,yes,0,yes,27,0.4,113,5,7,632.0,1162,436,10,8.0,11,yes,no,no,low_cost
1362,1991,no,2.2,yes,1,yes,42,0.7,82,1,13,366.0,613,722,6,5.0,10,yes,yes,no,low_cost
1363,796,no,0.5,no,2,no,12,0.5,114,1,8,174.0,518,1075,7,3.0,2,no,yes,no,low_cost
1364,1012,no,0.5,yes,4,no,39,0.1,161,4,6,882.0,1195,2802,8,5.616666666666666,10,yes,yes,no,high_cost
1365,1318,no,1.9,yes,0,yes,11,0.8,188,2,15,688.0,1591,1780,12,10.0,2,yes,no,no,medium_cost
1366,1708,no,0.8,no,8,yes,14,0.9,197,4,16,263.0,1345,1247,19,16.0,16,yes,no,no,medium_cost
1367,598,yes,0.8,yes,8,yes,62,0.1,117,8,9,118.0,764,3066,11,2.0,19,yes,yes,no,high_cost
1368,541,yes,2.3,no,4,no,51,0.4,200,8,17,1012.0,1226,403,11,2.0,12,no,no,no,low_cost
1369,818,no,0.5,yes,2,yes,23,0.2,192,5,17,586.0,1552,2518,19,12.0,3,yes,yes,no,high_cost
1370,1414,no,0.5,no,0,yes,15,0.8,168,2,0,294.0,1233,1069,18,6.0,14,yes,no,no,low_cost
1371,601,yes,1.7,yes,3,yes,6,0.8,169,4,11,818.0,1827,2651,14,8.0,9,yes,no,yes,high_cost
1372,561,yes,2.8,yes,2,yes,40,0.1,99,7,6,426.0,865,2974,15,12.0,19,yes,no,yes,high_cost
1373,1616,yes,2.3,yes,3,no,52,0.1,100,5,8,151.0,1133,657,7,3.0,2,yes,yes,no,low_cost
1374,1263,yes,1.4,yes,1,yes,32,0.4,103,2,2,409.0,644,3372,18,13.0,10,yes,yes,no,very_high_cost
1375,1604,yes,1.9,yes,0,yes,63,0.6,93,5,2,641.0,1156,1464,15,9.0,20,yes,yes,no,medium_cost
1376,539,no,2.0,yes,1,no,24,0.5,86,4,2,958.0,967,1326,7,4.0,3,yes,yes,no,low_cost
1377,1071,no,2.6,no,0,no,49,0.3,199,4,5,1328.0,1970,3393,6,5.0,7,yes,no,no,very_high_cost
1378,826,no,0.5,yes,0,yes,57,0.5,135,2,0,354.0,530,323,17,3.0,7,yes,no,yes,low_cost
1379,771,no,2.9,no,2,no,62,0.7,106,1,8,1709.0,1781,1628,9,3.0,6,no,yes,no,medium_cost
1380,1811,no,2.9,no,0,no,33,0.2,132,8,2,1099.0,1553,2610,8,3.0,13,yes,yes,no,very_high_cost
1381,1842,yes,2.2,yes,7,no,56,0.4,179,4,10,783.0,1227,3721,16,11.0,4,no,yes,yes,very_high_cost
1382,1420,no,2.8,yes,1,no,50,0.1,100,8,8,194.0,1393,763,17,1.0,17,no,yes,yes,low_cost
1383,1763,no,0.5,yes,12,no,10,0.2,184,3,19,238.0,1893,792,17,12.0,13,yes,no,yes,low_cost
1384,1163,yes,1.9,no,6,no,2,0.9,133,5,20,919.0,1076,1568,14,5.616666666666666,19,yes,no,no,medium_cost
1385,1805,yes,0.5,no,0,no,29,0.2,182,4,2,758.0,891,1276,19,4.0,17,no,yes,no,medium_cost
1386,610,yes,1.6,yes,9,no,52,0.4,90,4,19,1039.0,1273,3472,10,4.0,12,yes,yes,yes,very_high_cost
1387,1533,yes,1.1,yes,18,yes,17,0.3,160,4,20,1054.0,1393,2520,8,2.0,11,yes,no,yes,high_cost
1388,1924,no,0.5,no,3,yes,63,0.3,111,2,10,122.0,686,3423,13,3.0,19,yes,no,no,very_high_cost
1389,1801,no,0.5,yes,6,no,52,0.9,120,6,10,100.0,1708,258,14,8.0,9,yes,no,no,low_cost
1390,1726,yes,1.9,no,1,yes,42,0.6,106,5,3,1221.0,1804,1868,16,7.0,6,yes,no,no,high_cost
1391,794,no,2.5,yes,15,no,14,0.6,197,3,19,312.0,1376,2171,19,8.0,18,no,no,yes,medium_cost
1392,1686,yes,0.5,yes,4,no,28,0.8,182,5,8,599.0,1073,780,11,10.0,5,no,no,no,low_cost
1393,1444,yes,2.1,yes,0,no,6,0.9,103,1,1,1274.0,1340,712,17,5.0,10,no,no,no,low_cost
1394,1004,no,1.6,yes,0,yes,30,1.0,160,8,1,62.0,581,1012,7,4.0,13,yes,yes,yes,low_cost
1395,1242,yes,2.4,no,8,no,28,0.2,166,4,9,315.0,1796,318,11,10.0,19,yes,no,no,low_cost
1396,539,no,1.5,no,6,yes,26,0.2,137,6,8,1123.0,1709,3948,18,11.0,15,yes,yes,yes,very_high_cost
1397,717,no,1.1,yes,2,yes,14,0.1,99,8,6,1878.0,1981,629,16,15.0,20,yes,no,no,low_cost
1398,1540,no,0.7,yes,0,yes,29,0.1,157,7,1,318.0,831,1161,11,8.0,5,yes,no,no,low_cost
1399,672,no,0.5,no,7,yes,35,0.1,99,8,17,574.0,1267,1403,16,7.0,6,yes,no,no,low_cost
1400,1325,yes,0.5,no,0,yes,13,1.0,133,4,8,1353.0,1915,3707,19,3.0,18,yes,yes,no,very_high_cost
1401,950,no,0.5,no,6,yes,55,0.1,124,8,7,86.0,1681,1305,6,5.0,4,yes,no,yes,low_cost
1402,948,no,1.5,yes,6,no,18,0.3,119,4,7,340.0,1728,2926,17,13.0,9,yes,yes,yes,high_cost
1403,1328,yes,0.5,no,5,yes,27,0.3,144,3,18,602.0,1156,2674,7,2.0,5,yes,no,yes,high_cost
1404,1447,no,0.5,no,3,no,40,0.7,184,2,5,963.0,1062,471,8,4.0,20,no,no,yes,low_cost
1405,1973,yes,0.5,yes,3,no,21,0.8,95,8,7,127.0,507,1724,12,10.0,8,no,no,yes,medium_cost
1406,1731,yes,2.3,yes,18,no,60,0.5,171,4,20,142.0,1039,1220,9,3.0,20,no,yes,no,medium_cost
1407,1617,no,1.5,no,1,yes,63,0.7,111,2,10,274.0,1079,2754,19,10.0,8,yes,yes,yes,high_cost
1408,1791,yes,0.5,yes,1,yes,33,0.5,110,5,4,371.0,682,594,17,8.0,16,yes,no,yes,low_cost
1409,851,no,2.3,yes,7,yes,54,1.0,101,2,9,788.0,1007,1005,12,2.0,14,yes,no,yes,low_cost
1410,856,no,1.9,yes,0,yes,14,0.6,115,1,7,395.0,1027,2439,6,3.0,12,yes,yes,yes,medium_cost
1411,714,yes,0.5,no,1,no,30,0.3,145,4,2,643.0,1527,2302,12,10.0,10,no,yes,yes,medium_cost
1412,951,no,0.5,no,6,yes,15,0.6,81,2,17,854.0,935,1083,16,11.0,16,yes,yes,no,low_cost
1413,1303,yes,2.1,no,6,yes,10,0.4,109,8,15,1335.0,1873,2219,9,3.0,15,yes,yes,yes,high_cost
1414,1550,yes,2.7,no,2,no,32,0.1,126,7,5,1541.0,1619,1571,12,3.0,14,no,no,no,high_cost
1415,1759,yes,1.4,no,10,yes,15,0.4,101,4,13,382.0,1163,2107,18,5.0,16,yes,yes,no,high_cost
1416,1448,no,0.5,yes,18,no,2,0.2,100,5,19,846.0,1144,593,9,4.0,18,yes,yes,yes,low_cost
1417,1987,yes,1.9,no,0,no,50,0.7,119,8,18,960.0,1925,857,12,4.0,6,yes,yes,no,medium_cost
1418,908,no,2.1,no,1,no,44,0.6,95,5,2,154.0,941,3518,16,12.0,7,yes,yes,yes,very_high_cost
1419,820,no,0.5,yes,2,no,58,0.3,160,4,4,468.0,694,1284,17,7.0,17,no,no,yes,low_cost
1420,904,no,2.7,yes,4,no,19,0.6,147,6,7,1094.0,1496,545,19,18.0,16,no,no,no,low_cost
1421,667,no,1.3,yes,4,yes,6,0.1,149,6,10,272.0,870,3566,9,5.0,12,yes,no,yes,high_cost
1422,1109,no,2.1,no,1,no,34,0.1,173,1,4,165.0,1103,2821,13,5.0,17,yes,no,yes,high_cost
1423,1333,no,1.4,no,3,yes,59,0.7,183,7,5,394.0,1301,3442,18,16.0,5,yes,yes,no,very_high_cost
1424,1352,no,2.4,no,5,yes,6,0.9,92,6,9,629.0,1299,1309,12,1.0,14,yes,no,no,medium_cost
1425,1600,no,2.5,yes,1,no,19,0.6,88,6,9,831.0,1713,1179,10,3.0,18,no,no,yes,medium_cost
1426,1454,no,1.4,yes,8,no,37,0.8,80,8,20,903.0,910,1713,16,5.616666666666666,19,no,no,no,medium_cost
1427,1489,no,2.1,yes,0,no,9,0.4,169,3,1,923.0,1759,1663,9,3.0,14,yes,no,yes,medium_cost
1428,1823,no,2.8,yes,11,no,10,0.6,81,8,19,362.0,1250,1812,5,5.616666666666666,19,yes,yes,yes,high_cost
1429,1581,yes,1.0,no,9,no,41,0.4,172,4,19,693.0,850,1384,19,9.0,2,no,yes,yes,medium_cost
1430,1672,yes,1.7,yes,1,yes,44,0.5,172,8,4,1250.0,1435,1348,11,6.0,7,yes,yes,yes,medium_cost
1431,1283,yes,0.7,yes,0,yes,27,0.2,80,4,6,1135.0,1923,3957,17,15.0,6,yes,no,no,very_high_cost
1432,630,no,2.0,no,9,yes,14,0.5,180,8,13,66.0,1448,1212,12,8.0,12,yes,no,no,low_cost
1433,659,no,2.2,no,0,yes,24,0.7,151,8,2,924.0,1877,3925,8,1.0,10,yes,yes,yes,very_high_cost
1434,1811,yes,0.5,yes,0,no,32,1.0,115,6,0,204.0,1132,348,17,11.0,18,yes,no,yes,low_cost
1435,688,yes,2.5,no,9,no,40,0.2,109,5,20,376.0,1957,1382,12,7.0,8,no,yes,no,medium_cost
1436,514,yes,2.9,yes,5,no,18,0.7,141,2,8,1083.0,1492,980,13,7.0,16,no,no,yes,low_cost
1437,1933,no,2.8,yes,1,no,16,0.5,154,3,9,229.0,1473,838,14,2.0,18,no,yes,no,low_cost
1438,915,no,2.0,no,8,yes,31,0.3,91,3,20,875.0,1316,378,11,6.0,9,yes,yes,no,low_cost
1439,1006,no,2.2,yes,4,yes,22,0.8,135,4,8,35.0,991,909,18,4.0,7,yes,no,yes,low_cost
1440,1134,yes,0.9,no,2,yes,13,0.4,92,4,19,18.0,903,3632,17,8.0,19,yes,yes,no,very_high_cost
1441,599,yes,2.9,no,0,yes,64,0.3,186,8,1,103.0,646,3396,5,3.0,7,yes,no,no,high_cost
1442,973,no,0.5,yes,5,no,53,0.5,196,5,7,105.0,588,1861,13,10.0,16,no,yes,no,medium_cost
1443,1180,yes,2.5,no,0,yes,27,0.1,90,6,1,168.0,540,348,7,5.0,19,yes,yes,yes,low_cost
1444,1237,yes,2.5,no,7,no,13,0.8,98,4,12,18.0,1004,2528,11,8.0,16,no,no,no,high_cost
1445,659,no,0.5,yes,7,yes,5,0.3,169,8,10,659.0,730,2190,16,10.0,16,yes,yes,no,medium_cost
1446,1142,yes,1.4,yes,6,no,6,0.7,190,8,8,534.0,855,663,12,4.0,5,no,yes,yes,low_cost
1447,1002,no,2.7,yes,16,yes,11,0.4,185,6,18,285.0,512,961,10,7.0,19,yes,no,yes,low_cost
1448,1392,no,2.5,no,0,yes,44,0.7,113,4,2,482.0,1098,1280,8,1.0,16,yes,no,yes,medium_cost
1449,602,no,0.9,no,9,no,50,0.9,141,8,18,1571.0,1717,2189,7,5.0,16,no,yes,no,high_cost
1450,1249,yes,0.5,no,3,yes,55,0.8,140,3,8,605.0,1193,531,18,10.0,13,yes,yes,yes,low_cost
1451,531,yes,0.5,yes,0,yes,12,0.5,121,4,3,158.0,1657,2331,18,12.0,20,yes,no,yes,medium_cost
1452,1450,no,2.1,no,1,no,31,0.6,114,5,4,1573.0,1639,794,11,5.0,9,no,yes,yes,medium_cost
1453,1342,no,2.8,no,1,no,50,0.1,173,1,8,127.0,620,2644,7,2.0,11,no,yes,yes,high_cost
1454,832,yes,0.5,no,5,yes,22,0.6,198,1,8,343.0,1431,1666,15,4.0,20,yes,yes,yes,medium_cost
1455,867,yes,1.5,no,0,yes,57,0.1,159,4,0,289.0,724,2157,8,6.0,18,yes,no,no,medium_cost
1456,1404,no,2.1,no,16,no,44,0.9,151,1,20,1703.0,1880,1196,10,6.0,5,no,no,yes,medium_cost
1457,840,no,0.9,yes,6,no,33,0.7,150,6,7,1482.0,1591,2072,10,8.0,19,no,yes,no,high_cost
1458,1368,no,0.5,no,10,yes,42,0.2,91,1,20,907.0,925,1590,12,5.616666666666666,14,yes,no,no,medium_cost
1459,1927,no,0.9,yes,3,no,11,0.4,190,8,12,491.0,1506,2916,16,11.0,18,no,yes,yes,very_high_cost
1460,1714,no,0.5,yes,7,no,31,0.4,120,2,10,287.0,627,3707,5,1.0,19,no,no,yes,very_high_cost
1461,1201,yes,0.5,no,1,yes,10,0.4,198,6,5,1151.0,1723,726,11,4.0,3,yes,yes,no,low_cost
1462,1796,yes,2.3,no,4,no,44,0.9,184,2,11,1024.0,1363,3577,17,7.0,4,yes,yes,no,very_high_cost
1463,1147,no,0.8,yes,11,no,28,0.7,158,6,13,1085.0,1134,2627,18,3.0,15,yes,no,yes,high_cost
1464,776,yes,1.7,no,0,yes,20,1.0,146,4,9,991.0,1803,685,15,11.0,7,yes,yes,yes,low_cost
1465,510,no,2.6,no,0,no,33,0.1,110,6,10,1052.0,1897,1693,6,2.0,5,no,yes,no,medium_cost
1466,1045,yes,1.2,yes,3,yes,40,0.1,175,6,7,1078.0,1564,2137,11,8.0,12,yes,no,yes,high_cost
1467,1497,yes,0.9,yes,4,yes,10,0.1,153,8,20,98.0,977,3696,9,5.616666666666666,3,yes,no,yes,very_high_cost
1468,1425,yes,0.6,no,0,yes,33,0.5,89,3,2,396.0,1648,3771,10,3.0,9,yes,no,yes,very_high_cost
1469,726,no,2.2,no,0,yes,40,0.8,94,4,20,323.0,978,1342,16,11.0,4,yes,yes,yes,low_cost
1470,1576,yes,2.0,no,0,yes,20,0.6,148,3,0,410.0,1551,1379,17,1.0,16,yes,no,yes,medium_cost
1471,714,yes,2.1,yes,5,yes,11,0.1,197,3,6,1750.0,1857,1164,15,12.0,19,yes,yes,no,medium_cost
1472,1595,no,1.9,yes,1,no,63,0.9,88,1,20,1475.0,1988,908,18,13.0,6,no,no,yes,medium_cost
1473,541,no,1.0,no,0,yes,10,0.4,127,4,0,1836.0,1873,1019,19,9.0,15,yes,yes,no,medium_cost
1474,1617,yes,2.6,no,14,no,29,0.9,113,6,20,283.0,676,3685,13,1.0,18,no,no,no,very_high_cost
1475,1154,no,1.1,yes,2,yes,5,0.2,98,1,13,539.0,1240,1470,12,5.616666666666666,12,yes,no,no,medium_cost
1476,1638,no,1.0,no,6,no,2,0.2,189,1,11,440.0,563,2299,19,9.0,9,yes,yes,yes,high_cost
1477,1150,yes,2.7,no,0,no,39,0.4,151,8,1,397.0,800,999,6,2.0,11,yes,yes,no,low_cost
1478,1254,yes,2.3,no,0,yes,44,0.2,149,1,10,204.0,1021,3011,7,4.0,12,yes,yes,no,high_cost
1479,1806,yes,2.0,yes,2,yes,54,0.1,117,1,11,347.0,727,3142,13,5.616666666666666,6,yes,no,yes,very_high_cost
1480,603,no,1.5,no,8,no,12,0.7,114,6,20,1003.0,1284,1543,7,5.0,19,yes,yes,no,medium_cost
1481,1834,no,2.1,no,7,yes,40,0.1,99,4,11,639.1123333333334,1987,3692,13,5.616666666666666,16,yes,yes,no,very_high_cost
1482,520,no,2.3,no,0,yes,31,0.8,145,6,14,264.0,519,2753,13,7.0,17,yes,no,yes,medium_cost
1483,565,no,0.6,yes,1,no,50,0.1,158,2,8,543.0,703,2156,13,6.0,6,yes,yes,yes,medium_cost
1484,1689,yes,0.5,no,11,no,9,0.5,150,5,15,467.0,675,2637,8,4.0,3,yes,no,no,high_cost
1485,742,yes,2.3,no,0,no,21,0.7,104,8,1,875.0,925,331,11,8.0,7,yes,no,no,low_cost
1486,1143,no,1.2,yes,1,yes,22,1.0,125,3,6,1116.0,1724,1214,12,5.0,16,yes,yes,no,medium_cost
1487,761,yes,0.5,no,9,no,3,0.8,196,7,15,1325.0,1945,2248,19,3.0,15,yes,yes,yes,high_cost
1488,959,yes,1.3,yes,0,no,36,0.4,196,5,14,1313.0,1331,3073,19,1.0,8,yes,yes,yes,very_high_cost
1489,772,yes,1.2,yes,7,yes,8,0.6,134,7,8,552.0,1802,422,7,6.0,15,yes,no,no,low_cost
1490,1015,yes,0.8,no,5,no,12,0.5,102,3,14,335.0,679,2293,5,1.0,2,no,yes,no,medium_cost
1491,1824,yes,1.9,yes,9,yes,2,0.7,103,1,14,50.0,1105,3958,12,2.0,19,yes,yes,no,very_high_cost
1492,1130,yes,0.5,yes,1,yes,29,0.7,130,1,14,593.0,1327,432,6,1.0,10,yes,yes,yes,low_cost
1493,1183,yes,0.5,yes,3,yes,48,0.1,120,8,12,268.0,1010,1152,8,3.0,3,yes,no,no,low_cost
1494,574,yes,2.0,yes,0,yes,26,0.5,118,6,2,382.0,1364,1303,8,4.0,2,yes,no,yes,low_cost
1495,1472,no,3.0,no,4,yes,20,0.3,169,2,6,443.0,892,797,6,1.0,11,yes,yes,no,low_cost
1496,1868,yes,0.5,no,2,yes,40,0.9,179,8,17,576.0,884,298,8,2.0,17,yes,yes,no,low_cost
1497,1375,no,2.9,no,2,no,20,0.4,147,6,7,596.0,679,3847,8,5.616666666666666,12,yes,no,yes,very_high_cost
1498,881,no,1.0,no,1,no,64,0.5,160,3,6,115.0,636,2110,18,9.0,6,yes,yes,yes,medium_cost
1499,1742,yes,0.5,yes,5,yes,43,0.9,176,3,7,356.0,1407,1921,9,2.0,3,yes,yes,no,high_cost
1500,1225,no,0.7,yes,6,no,60,0.1,107,2,15,10.0,1567,2423,17,11.0,6,yes,no,no,high_cost
1501,1970,yes,0.5,yes,0,yes,15,1.0,132,2,0,1399.0,1684,1658,15,9.0,20,yes,yes,yes,high_cost
1502,1186,yes,0.5,yes,2,no,21,0.4,160,8,4,68.0,584,2361,17,8.0,7,yes,no,no,medium_cost
1503,1762,no,0.7,no,7,no,60,0.1,157,4,10,643.0,790,1380,14,5.0,14,yes,no,no,medium_cost
1504,1731,yes,1.4,yes,4,yes,4,0.5,163,6,18,809.0,1988,3892,5,1.0,4,yes,yes,yes,very_high_cost
1505,852,no,1.8,yes,5,yes,8,0.8,160,5,9,683.0,1349,315,7,6.0,20,yes,no,no,low_cost
1506,848,yes,1.5,yes,4,yes,36,0.3,151,4,16,56.0,527,2289,10,2.0,19,yes,yes,yes,medium_cost
1507,1575,no,2.5,yes,0,yes,11,0.2,185,7,20,492.0,818,2182,7,3.0,17,yes,yes,no,high_cost
1508,1554,no,2.8,yes,7,no,23,0.1,105,6,18,699.0,1492,2184,13,9.0,20,yes,no,yes,high_cost
1509,1972,yes,1.6,no,0,no,48,0.5,92,8,2,290.0,804,2872,7,2.0,11,yes,no,yes,very_high_cost
1510,827,yes,0.6,yes,9,yes,35,0.2,87,6,17,23.0,826,2367,5,3.0,15,yes,no,yes,medium_cost
1511,1063,no,1.5,no,7,no,3,0.9,155,4,10,394.0,849,1919,12,10.0,20,yes,yes,no,medium_cost
1512,1695,no,2.3,yes,1,no,34,0.4,84,5,10,713.0,1742,3296,17,6.0,14,no,no,no,very_high_cost
1513,1343,no,2.4,yes,5,yes,14,0.9,81,8,10,1063.0,1205,462,18,7.0,11,yes,yes,yes,low_cost
1514,834,no,0.5,no,2,yes,27,0.2,123,1,16,1421.0,1463,1591,11,9.0,20,yes,yes,no,medium_cost
1515,595,no,2.6,no,0,yes,20,0.4,122,2,18,623.0,816,1593,19,11.0,2,yes,no,yes,low_cost
1516,1081,yes,1.9,yes,13,yes,42,0.1,101,7,17,83.0,816,2456,7,4.0,7,yes,no,no,medium_cost
1517,911,no,1.4,yes,3,no,14,0.7,199,4,4,1563.0,1692,2933,16,3.0,11,no,yes,no,very_high_cost
1518,844,no,2.2,yes,1,yes,22,0.9,197,7,2,777.0,1995,3154,14,11.0,7,yes,no,no,very_high_cost
1519,1335,yes,3.0,no,3,no,60,0.8,180,2,4,83.0,559,3615,5,2.0,9,yes,no,no,very_high_cost
1520,1883,no,1.6,no,9,no,24,0.1,87,1,16,203.0,915,3563,17,10.0,3,no,no,no,very_high_cost
1521,1128,yes,0.5,yes,6,no,33,0.6,147,8,7,938.0,1226,1440,17,15.0,19,yes,no,no,medium_cost
1522,826,yes,2.4,yes,14,yes,57,0.6,117,2,17,1077.0,1183,1907,15,14.0,5,yes,no,no,medium_cost
1523,1650,no,2.3,no,0,yes,38,0.7,89,1,1,773.0,881,324,14,10.0,2,yes,yes,yes,low_cost
1524,1162,no,1.0,no,0,no,50,0.5,104,4,10,332.0,866,1404,10,3.0,15,yes,yes,yes,medium_cost
1525,1517,no,2.5,no,2,yes,8,0.8,169,4,18,570.0,1645,2738,18,16.0,12,yes,no,no,high_cost
1526,963,no,0.5,no,1,yes,60,0.8,156,3,3,742.0,821,2722,12,6.0,16,yes,no,no,high_cost
1527,1837,no,1.0,yes,5,yes,12,0.9,103,8,6,1420.0,1539,2294,8,7.0,20,yes,no,yes,very_high_cost
1528,1028,yes,2.8,no,1,yes,30,0.1,193,1,10,1801.0,1923,1424,18,4.0,13,yes,no,yes,medium_cost
1529,1831,yes,2.2,yes,4,no,55,1.0,189,8,9,1693.0,1790,1133,14,3.0,10,no,yes,no,medium_cost
1530,571,yes,2.0,yes,5,yes,58,0.6,101,6,11,31.0,1536,555,19,10.0,11,yes,no,yes,low_cost
1531,1770,yes,2.3,no,0,no,9,0.6,183,6,5,1098.0,1373,3785,13,10.0,14,yes,no,yes,very_high_cost
1532,970,yes,1.3,yes,5,no,59,0.2,84,7,19,1765.0,1786,3675,12,5.616666666666666,12,no,no,no,very_high_cost
1533,642,yes,0.5,no,0,yes,38,0.8,86,5,10,887.0,1775,435,9,2.0,2,yes,yes,no,low_cost
1534,622,yes,1.9,yes,12,no,11,0.8,193,8,14,760.0,1964,3183,5,5.616666666666666,4,yes,yes,yes,high_cost
1535,600,yes,1.8,no,9,yes,6,0.8,199,2,15,486.0,1032,3495,17,4.0,7,yes,yes,no,high_cost
1536,1412,no,0.6,no,9,no,57,0.2,86,3,10,2.0,660,1853,15,10.0,18,no,no,yes,medium_cost
1537,733,no,0.8,no,7,no,16,0.4,138,4,12,202.0,1787,2648,12,5.616666666666666,19,yes,yes,no,high_cost
1538,1070,yes,3.0,no,9,no,19,0.8,160,7,16,90.0,1614,2647,14,13.0,20,no,yes,no,high_cost
1539,875,yes,0.7,yes,1,no,30,0.7,146,8,8,469.0,853,702,19,15.0,15,yes,yes,yes,low_cost
1540,1994,yes,0.7,no,5,no,5,0.4,189,2,7,86.0,1546,1836,12,11.0,18,yes,no,no,high_cost
1541,823,no,1.0,yes,9,yes,18,0.2,182,5,16,1180.0,1350,3894,13,10.0,9,yes,yes,no,very_high_cost
1542,1908,no,0.5,no,9,yes,30,1.0,111,2,19,140.0,1046,2944,19,17.0,17,yes,no,yes,very_high_cost
1543,790,no,0.5,yes,7,yes,44,0.1,89,8,8,1100.0,1437,3424,13,11.0,9,yes,yes,no,very_high_cost
1544,1330,yes,1.8,yes,1,no,40,0.5,177,1,5,194.0,892,2678,9,4.0,14,yes,yes,yes,high_cost
1545,1660,no,0.5,no,2,yes,15,0.7,100,8,8,440.0,569,2424,12,5.0,9,yes,yes,no,high_cost
1546,1776,no,2.2,no,2,no,20,0.9,82,6,16,1563.0,1803,2671,15,10.0,12,no,yes,yes,very_high_cost
1547,1611,no,0.5,yes,4,yes,27,0.9,199,1,10,163.0,1011,3078,15,2.0,6,yes,no,yes,high_cost
1548,1410,yes,0.5,yes,0,yes,15,0.3,92,3,1,192.0,1311,2304,18,4.0,18,yes,yes,no,high_cost
1549,1772,yes,1.6,no,17,yes,45,0.5,159,2,18,837.0,1405,1146,6,1.0,17,yes,yes,no,medium_cost
1550,1280,yes,1.3,no,0,yes,39,1.0,108,7,1,356.0,588,2335,6,4.0,2,yes,no,yes,medium_cost
1551,1712,yes,0.9,yes,2,no,23,1.0,155,7,19,155.0,663,1422,5,5.616666666666666,15,yes,yes,no,medium_cost
1552,1562,yes,0.7,no,0,no,55,0.1,140,8,1,1032.0,1776,2096,15,3.0,3,no,no,no,high_cost
1553,891,no,1.9,yes,1,yes,18,0.1,153,6,3,40.0,1435,1303,17,16.0,4,yes,yes,yes,low_cost
1554,1957,no,1.2,yes,18,yes,36,0.8,151,2,19,1194.0,1727,1115,16,2.0,18,yes,no,yes,medium_cost
1555,1110,no,0.6,no,1,no,42,0.9,192,5,2,1179.0,1262,456,12,8.0,18,yes,yes,no,low_cost
1556,875,yes,1.4,yes,1,yes,43,0.6,104,8,3,902.0,969,3396,14,2.0,18,yes,no,no,very_high_cost
1557,1211,yes,1.2,no,0,no,28,0.3,130,2,3,58.0,963,2750,6,1.0,14,no,yes,no,high_cost
1558,769,no,0.5,yes,12,yes,54,0.2,112,4,19,1385.0,1780,941,15,8.0,20,yes,no,yes,low_cost
1559,671,no,2.9,no,7,yes,2,0.1,95,6,19,614.0,1617,2278,13,4.0,2,yes,no,no,high_cost
1560,1872,no,0.5,no,5,yes,26,0.5,172,4,10,672.0,1088,2273,8,4.0,8,yes,no,yes,high_cost
1561,1076,no,2.3,yes,0,yes,14,0.7,191,5,0,1088.0,1718,2355,17,16.0,2,yes,yes,yes,high_cost
1562,1325,no,1.9,no,2,no,50,0.1,146,1,10,499.0,695,2328,17,10.0,2,yes,no,no,high_cost
1563,911,yes,2.2,yes,1,yes,28,0.5,182,2,2,157.0,763,2638,8,4.0,13,yes,yes,yes,medium_cost
1564,1273,yes,0.7,no,1,no,23,0.6,178,6,14,485.0,1399,558,8,5.0,13,yes,no,no,low_cost
1565,1062,no,0.5,no,3,yes,39,0.9,124,4,4,571.0,817,1345,16,5.616666666666666,11,yes,no,yes,low_cost
1566,1317,no,1.5,no,6,no,12,0.1,154,2,9,431.0,542,425,7,5.616666666666666,11,yes,yes,yes,low_cost
1567,940,no,2.9,no,0,no,16,0.7,115,4,1,499.0,1090,2192,15,13.0,9,yes,yes,yes,medium_cost
1568,729,yes,2.0,no,0,no,14,0.6,135,6,2,563.0,1055,3397,19,15.0,17,yes,no,yes,high_cost
1569,1494,no,2.4,no,6,yes,3,0.9,93,7,17,944.0,1003,1208,14,13.0,17,yes,yes,no,medium_cost
1570,1546,yes,1.6,yes,2,yes,27,0.7,124,2,6,1138.0,1491,267,12,10.0,16,yes,yes,no,low_cost
1571,1253,no,0.7,no,0,yes,34,0.9,113,4,10,161.0,647,3518,7,3.0,8,yes,yes,yes,very_high_cost
1572,895,no,0.5,yes,6,no,16,0.3,164,8,14,126.0,1575,3122,7,5.616666666666666,4,no,no,yes,high_cost
